# mangaid     objra           objdec             nsa_z       W80_mean             W80_75th             frac_spx                flag1   flag2  
  1-248419    241.626107116   41.343303204       0.0343878   217.02217628739078   224.04153355121622   0.5537459283387622      0       0      
  1-248420    241.823389178   41.4036042555      0.0346392   286.82920886530667   268.37060703461196   0.2655948553054662      0       0      
  1-248443    242.318618357   41.7457277879      0.0256185   399.68051119083276   510.98242812616957   0.0967741935483871      0       0      
  1-248869    244.690822661   39.3344443751      0.0316402   343.48678478821205   401.35782748479915   0.04477611940298507     0       0      
  1-248973    245.50106378    38.9150731969      0.0172902   208.4673933516656    215.6549520813846    0.7344470046082949      0       0      
  1-250922    207.557469772   42.7462672628      0.0284426   194.61361821511062   206.07028754443417   0.05748502994011976     0       0      
  1-250940    207.395291601   42.99426814        0.0947188   ""                   ""                   0.0                     0       0      
  1-250959    206.709891359   42.6512883268      0.0283067   193.5328731803385    201.27795527595896   0.6024844720496895      0       0      
  1-251067    207.47786008    43.4822395095      0.0449308   ""                   ""                   0.0                     0       0      
  1-251115    207.928807189   43.1666029589      0.092931    194.23556456435819   249.20127796071108   0.06416275430359937     1       3      
  1-251119    207.657429867   43.764131306       0.0485651   459.26517572887457   473.24281151192724   0.007832898172323759    1       4      
  1-251129    207.872808357   43.8064280934      0.033305    230.52200145609655   237.22044728952307   0.7827442827442828      0       0      
  1-251198    209.639791989   41.724180851       0.0427671   ""                   ""                   0.0                     0       0      
  1-251269    209.163574437   43.585640819       0.103091    362.76968956999445   473.24281151192736   0.3710691823899371      0       0      
  1-251278    209.234177154   43.3134779654      0.149511    ""                   ""                   0.0                     0       0      
  1-251279    209.251980577   43.3620339874      0.0329332   726.8580797199184    818.8897763757021    0.025991792065663474    1       0      
  1-251303    209.888549794   42.6079304492      0.0422117   ""                   ""                   0.0                     0       0      
  1-251307    210.240944984   42.8556424101      0.0323317   258.1418118164149    238.41853035664187   0.15048543689320387     1       2      
  1-251657    213.807042575   41.6743282405      0.0841062   ""                   ""                   0.0                     0       0      
  1-251662    214.344523739   42.2879733012      0.068606    219.4488817939275    227.33626198579293   0.008658008658008658    0       0      
  1-251686    216.75986       39.95721           0.0253001   215.90032220106292   212.0607028800282    0.27335907335907333     0       0      
  1-251739    215.964725773   40.2588310023      0.0821963   ""                   ""                   0.0                     0       0      
  1-251762    215.395282581   40.3580862721      0.0633211   ""                   ""                   0.0                     0       0      
  1-251764    215.487486083   40.1958015241      0.0188389   199.10468831699924   201.27795527595896   0.1766431924882629      0       0      
  1-251775    215.216684547   40.3621202999      0.0815924   ""                   ""                   0.0                     0       0      
  1-251783    215.31147557    39.6525362953      0.0255537   ""                   ""                   0.0                     0       0      
  1-251788    215.229240711   40.1210273909      0.0175421   291.58080799169454   301.91693291393847   0.256838905775076       0       0      
  1-251871    214.506766167   41.8276427183      0.102656    230.63099042036964   233.32667732138694   0.008247422680412371    0       0      
  1-252046    217.548068558   39.9051740055      0.0257018   263.92058421388504   265.97444090037436   0.3870967741935484      0       0      
  1-252049    217.60067303    40.010457027       0.0247809   209.02138526557954   213.258785947147     0.4408376963350785      0       0      
  1-252070    217.097902013   40.8090391299      0.0823715   ""                   ""                   0.0                     0       0      
  1-252072    216.876772621   40.9637170801      0.0183016   211.42535579898035   207.26837061155297   0.19130434782608696     1       2      
  1-252073    216.966906508   40.6301436817      0.0182761   254.6166134240881    265.97444090037436   0.1282051282051282      0       0      
  1-252094    216.904792332   40.4073058026      0.019232    214.41249556733544   218.0511182156222    0.5828690807799443      0       0      
  1-252126    218.335551581   40.5502139407      0.0181555   339.05750799462135   339.05750799462135   0.12698412698412698     0       0      
  1-252147    218.167644781   40.9542282722      0.0180881   305.51118211529484   305.51118211529484   0.125                   0       0      
  1-252151    218.191573728   40.7166453308      0.0174864   204.18928630626573   201.27795527595896   0.6247178329571106      0       0      
  1-254146    155.10729       40.22346           0.0675268   ""                   ""                   0.0                     1       4      
